authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,videoId,textDisplay,textOriginal,canRate,viewerRating,likeCount,publishedAt,updatedAt,moderationStatus,text
Sebastian181 :),https://yt3.ggpht.com/-bFsIy5Yow_c/AAAAAAAAAAI/AAAAAAAAAAA/JGAPkAfiBWI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCjdBJrKZOx51aPsfHu3oneQ,UCjdBJrKZOx51aPsfHu3oneQ,o_nfdzMhmrA,deshonra desgraciaa!!,deshonra desgraciaa!!,TRUE,none,0,2018-01-04T06:41:33.000Z,2018-01-04T06:41:33.000Z,NA,deshonra desgraciaa!!
Roberto Figueroa,https://yt3.ggpht.com/-onYR7uoJgwM/AAAAAAAAAAI/AAAAAAAAAAA/HZKYJVWvrG4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCD2N67Jsafw6B1BxHeokxEg,UCD2N67Jsafw6B1BxHeokxEg,o_nfdzMhmrA,I made a mistake watching the movie in fact I never realize the movie was over and I thigh we were still going through the ads,I made a mistake watching the movie in fact I never realize the movie was over and I thigh we were still going through the ads,TRUE,none,0,2018-01-03T21:03:58.000Z,2018-01-03T21:03:58.000Z,NA,I made a mistake watching the movie in fact I never realize the movie was over and I thigh we were still going through the ads
ANGRY_BOI1,https://yt3.ggpht.com/-LQcfw8rp3c0/AAAAAAAAAAI/AAAAAAAAAAA/YW3PEDRn4Ec/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC4GL6rAdtAK1y1UD6LolCbg,UC4GL6rAdtAK1y1UD6LolCbg,o_nfdzMhmrA,Why world?,Why world?,TRUE,none,0,2018-01-02T17:20:00.000Z,2018-01-02T17:20:00.000Z,NA,Why world?
Frats Tan,https://yt3.ggpht.com/-Tvb540eo3XE/AAAAAAAAAAI/AAAAAAAAAAA/0OwUYpKioP8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCns7GCMKR0DyA_f0CCZ9oaQ,UCns7GCMKR0DyA_f0CCZ9oaQ,o_nfdzMhmrA,:) why im here?,:) why im here?,TRUE,none,0,2018-01-02T08:11:53.000Z,2018-01-02T08:11:53.000Z,NA,:) why im here?
sparxxinct,https://yt3.ggpht.com/-641MLD-svqg/AAAAAAAAAAI/AAAAAAAAAAA/7xAMDAAoC9Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCGHPMTY1JW9hhqg3VcC7V0g,UCGHPMTY1JW9hhqg3VcC7V0g,o_nfdzMhmrA,<b>god has left the server</b>,*god has left the server*,TRUE,none,0,2018-01-02T04:04:17.000Z,2018-01-02T04:04:17.000Z,NA,*god has left the server*
Ammu Nitionz,https://yt3.ggpht.com/-cWIBpEhXdRw/AAAAAAAAAAI/AAAAAAAAAAA/JZzaa1ItbdE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC2hbe3CvoPNPH50gPg4cuIw,UC2hbe3CvoPNPH50gPg4cuIw,o_nfdzMhmrA,Emo JESUS CRIST! THOS MOVIE SUCCS,Emo JESUS CRIST! THOS MOVIE SUCCS,TRUE,none,0,2018-01-01T19:36:27.000Z,2018-01-01T19:36:27.000Z,NA,Emo JESUS CRIST! THOS MOVIE SUCCS
EdgyX,https://yt3.ggpht.com/-F7STqSx7PYk/AAAAAAAAAAI/AAAAAAAAAAA/f76bJYVWEOU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCmHwG0adIImIeagk-PARL9w,UCmHwG0adIImIeagk-PARL9w,o_nfdzMhmrA,ａｅｓｔｈｅｔｉｃ,ａｅｓｔｈｅｔｉｃ,TRUE,none,0,2018-01-01T14:34:17.000Z,2018-01-01T14:34:31.000Z,NA,ａｅｓｔｈｅｔｉｃ
Mohamed Bushra,https://yt3.ggpht.com/-tCzpe10Oh6s/AAAAAAAAAAI/AAAAAAAAAAA/51zQtVDmHkM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC7o4xkD_kXUVXW_PIKfRyQw,UC7o4xkD_kXUVXW_PIKfRyQw,o_nfdzMhmrA,"Wait, an eggplant emoji is in the &quot;loser lounge&quot;? I doubt that a high schooler wouldn&#39;t use an eggplant emoji every once in a while if you catch my drift. ;)","Wait, an eggplant emoji is in the ""loser lounge""? I doubt that a high schooler wouldn't use an eggplant emoji every once in a while if you catch my drift. ;)",TRUE,none,0,2017-12-31T20:00:54.000Z,2017-12-31T20:00:54.000Z,NA,"Wait, an eggplant emoji is in the ""loser lounge""? I doubt that a high schooler wouldn't use an eggplant emoji every once in a while if you catch my drift. ;)"
Dan Ribeiro,https://yt3.ggpht.com/-mv0ReRiao8E/AAAAAAAAAAI/AAAAAAAAAAA/KvoBC-8I1_o/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UClvyd7hwj-DdhuCpFei-IqA,UClvyd7hwj-DdhuCpFei-IqA,o_nfdzMhmrA,That emoji with blue hair is seems like Chloe from Life is strange.,That emoji with blue hair is seems like Chloe from Life is strange.,TRUE,none,0,2017-12-31T17:58:53.000Z,2017-12-31T17:58:53.000Z,NA,That emoji with blue hair is seems like Chloe from Life is strange.
Margaret Sawa,https://yt3.ggpht.com/-jkwKJuNc2MY/AAAAAAAAAAI/AAAAAAAAAAA/19UKmE1rkE8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwGrq_UQp3PO4ryUkc_x-sg,UCwGrq_UQp3PO4ryUkc_x-sg,o_nfdzMhmrA,i&#39;m so meh about this movie,i'm so meh about this movie,TRUE,none,0,2017-12-31T16:50:49.000Z,2017-12-31T16:50:49.000Z,NA,i'm so meh about this movie
lean Fox,https://yt3.ggpht.com/-9OsrRFxIktw/AAAAAAAAAAI/AAAAAAAAAAA/0HenM7qnBmE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCoRElHpzFraUkydQX_11d-w,UCoRElHpzFraUkydQX_11d-w,o_nfdzMhmrA,Bullshit,Bullshit,TRUE,none,0,2017-12-31T16:41:36.000Z,2017-12-31T16:41:36.000Z,NA,Bullshit
Bhad Everly,https://yt3.ggpht.com/-KdQyXOIgdNw/AAAAAAAAAAI/AAAAAAAAAAA/Fk0I5jp0RyQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC710mbJs1G4eNHBfsTDrHSQ,UC710mbJs1G4eNHBfsTDrHSQ,o_nfdzMhmrA,👵👵👵,👵👵👵,TRUE,none,0,2017-12-31T08:58:41.000Z,2017-12-31T08:58:41.000Z,NA,👵👵👵
Asher Grisanti,https://yt3.ggpht.com/-dZ09WE_QLic/AAAAAAAAAAI/AAAAAAAAAAA/B-iJJ_9F0xY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCsH8Dcxx4GngbnulI1VycOg,UCsH8Dcxx4GngbnulI1VycOg,o_nfdzMhmrA,My brother gave this movie its highest review “ok”,My brother gave this movie its highest review “ok”,TRUE,none,0,2017-12-30T00:44:28.000Z,2017-12-30T00:44:28.000Z,NA,My brother gave this movie its highest review “ok”
mrrickstur,https://yt3.ggpht.com/-bngFC0L6P-Y/AAAAAAAAAAI/AAAAAAAAAAA/slcJDCTQlUU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCa9ULYiB5tQi9c7kU-WjTVg,UCa9ULYiB5tQi9c7kU-WjTVg,o_nfdzMhmrA,the greatest movie of all time,the greatest movie of all time,TRUE,none,0,2017-12-29T23:58:21.000Z,2017-12-29T23:58:21.000Z,NA,the greatest movie of all time
lux da duck,https://yt3.ggpht.com/-uyS9r-6NxE8/AAAAAAAAAAI/AAAAAAAAAAA/NdPVbYn3GSA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCnZpfpucck0woUQf2ELwVTg,UCnZpfpucck0woUQf2ELwVTg,o_nfdzMhmrA,What song is playing,What song is playing,TRUE,none,0,2017-12-29T23:27:20.000Z,2017-12-29T23:27:20.000Z,NA,What song is playing
Nayops From Chicago,https://yt3.ggpht.com/-4ItL4OUPt68/AAAAAAAAAAI/AAAAAAAAAAA/XhwWGmjSg_U/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCdILxJFEu6-3HocNWfvOU1A,UCdILxJFEu6-3HocNWfvOU1A,o_nfdzMhmrA,Wait why is the dislike button have more thumbs ups then the like button⁉️😅,Wait why is the dislike button have more thumbs ups then the like button⁉️😅,TRUE,none,0,2017-12-29T22:41:36.000Z,2017-12-29T22:41:36.000Z,NA,Wait why is the dislike button have more thumbs ups then the like button⁉️😅
Lucas Glendon,https://yt3.ggpht.com/-xDE6IXa0hE0/AAAAAAAAAAI/AAAAAAAAAAA/hini15LX88g/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLvlpohuDDCUfjyKmnB-MZg,UCLvlpohuDDCUfjyKmnB-MZg,o_nfdzMhmrA,am I the only one that actually like this movie?,am I the only one that actually like this movie?,TRUE,none,0,2017-12-29T15:58:56.000Z,2017-12-29T15:58:56.000Z,NA,am I the only one that actually like this movie?
Travis Wolfe,https://yt3.ggpht.com/-KyAs-ltsuiI/AAAAAAAAAAI/AAAAAAAAAAA/G9_oA0E-C8Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCgBdpuwO0XT_5SubOBBYjhA,UCgBdpuwO0XT_5SubOBBYjhA,o_nfdzMhmrA,This video has way more dislikes than likes..,This video has way more dislikes than likes..,TRUE,none,0,2017-12-29T05:27:11.000Z,2017-12-29T05:27:11.000Z,NA,This video has way more dislikes than likes..
PotatoLegend721,https://yt3.ggpht.com/-JYR17-QEdFw/AAAAAAAAAAI/AAAAAAAAAAA/BfVudmiLFcI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCMycb1zLF3qNyo0hoi2ZFvg,UCMycb1zLF3qNyo0hoi2ZFvg,o_nfdzMhmrA,Yeah this is an Animoji movie,Yeah this is an Animoji movie,TRUE,none,0,2017-12-29T04:46:46.000Z,2017-12-29T04:46:46.000Z,NA,Yeah this is an Animoji movie
Rover Plush 2.0,https://yt3.ggpht.com/-_3cY-PH2AmE/AAAAAAAAAAI/AAAAAAAAAAA/xUE7BXpy0t0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCp3J49EnzbZ9MNEu1t5AwSw,UCp3J49EnzbZ9MNEu1t5AwSw,o_nfdzMhmrA,I&#39;m I the only one who thought this was giood?,I'm I the only one who thought this was giood?,TRUE,none,0,2017-12-28T21:06:52.000Z,2017-12-28T21:06:52.000Z,NA,I'm I the only one who thought this was giood?
carlos castillo,https://yt3.ggpht.com/-9t83DX61yZ4/AAAAAAAAAAI/AAAAAAAAAAA/SqFFpBvPDQA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCMY7OpaUukqBnbclA5NchMQ,UCMY7OpaUukqBnbclA5NchMQ,o_nfdzMhmrA,Dat like to dislike ratio though,Dat like to dislike ratio though,TRUE,none,0,2017-12-28T19:55:13.000Z,2017-12-28T19:55:13.000Z,NA,Dat like to dislike ratio though
mellow m,https://yt3.ggpht.com/-v53uKYyRgBE/AAAAAAAAAAI/AAAAAAAAAAA/lRswxXJCpic/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCic6dnBCkPGtdy-glHIJ6BQ,UCic6dnBCkPGtdy-glHIJ6BQ,o_nfdzMhmrA,i wanna see this 😍😍😍,i wanna see this 😍😍😍,TRUE,none,0,2017-12-28T08:48:09.000Z,2017-12-28T08:50:08.000Z,NA,i wanna see this 😍😍😍
kendry375 _,https://yt3.ggpht.com/-dZdlMKYWShc/AAAAAAAAAAI/AAAAAAAAAAA/qfPazeA8PBo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCOfBI05SWhAJNJbtEBTxMig,UCOfBI05SWhAJNJbtEBTxMig,o_nfdzMhmrA,“Where the emojis never used hang out” <br />U think this aint used ??<br />🍆🍆🍆💦💦,"“Where the emojis never used hang out” 
U think this aint used ??
🍆🍆🍆💦💦",TRUE,none,0,2017-12-28T05:28:42.000Z,2017-12-28T05:28:42.000Z,NA,"“Where the emojis never used hang out” 
U think this aint used ??
🍆🍆🍆💦💦"
CycloneGaming,https://yt3.ggpht.com/-Wj3Vwka-Sbk/AAAAAAAAAAI/AAAAAAAAAAA/zIPyaCWNEIU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCiZB4sn1yOwRACI1Oiufpsg,UCiZB4sn1yOwRACI1Oiufpsg,o_nfdzMhmrA,"Emoji Movie: Gene is odd one out emoji<br />Emoji Movie 2: Gene gets laid, &#39;Jailbreak&#39; tries to assassinate him<br />Emoji Movie 3: Gene is the new phone dictator, Smiler now the protagonist.<br />Emoji Movie 4: Alex gets laid<br />Emoji Movie 5: Who knows?","Emoji Movie: Gene is odd one out emoji
Emoji Movie 2: Gene gets laid, 'Jailbreak' tries to assassinate him
Emoji Movie 3: Gene is the new phone dictator, Smiler now the protagonist.
Emoji Movie 4: Alex gets laid
Emoji Movie 5: Who knows?",TRUE,none,0,2018-01-28T15:44:09.000Z,2018-01-28T15:44:09.000Z,NA,"Emoji Movie: Gene is odd one out emoji
Emoji Movie 2: Gene gets laid, 'Jailbreak' tries to assassinate him
Emoji Movie 3: Gene is the new phone dictator, Smiler now the protagonist.
Emoji Movie 4: Alex gets laid
Emoji Movie 5: Who knows?"
Samuel'sCrazyWorld,https://yt3.ggpht.com/-zi_r22EbOnE/AAAAAAAAAAI/AAAAAAAAAAA/NbXB1wjjYvc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVH3WkFuvZ3-xoA4W8gDWLA,UCVH3WkFuvZ3-xoA4W8gDWLA,o_nfdzMhmrA,Sad that all these talented animators wasted their time on this.,Sad that all these talented animators wasted their time on this.,TRUE,none,0,2018-01-28T05:07:37.000Z,2018-01-28T05:07:37.000Z,NA,Sad that all these talented animators wasted their time on this.
Tundra Snow Leopard,https://yt3.ggpht.com/-trRq5hdSlss/AAAAAAAAAAI/AAAAAAAAAAA/tqMRzuxK194/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCrSB_yZQO74ATA5eI0RfPJQ,UCrSB_yZQO74ATA5eI0RfPJQ,o_nfdzMhmrA,I just watched this movie and honestly it’s not bad.,I just watched this movie and honestly it’s not bad.,TRUE,none,0,2018-01-28T02:07:26.000Z,2018-01-28T02:07:26.000Z,NA,I just watched this movie and honestly it’s not bad.
spy main,https://yt3.ggpht.com/-U7_yP833rWY/AAAAAAAAAAI/AAAAAAAAAAA/AJA8hkbBjyo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCO990rqicWqj7P9xL9y5-4A,UCO990rqicWqj7P9xL9y5-4A,o_nfdzMhmrA,First horseman of the apocalypse,First horseman of the apocalypse,TRUE,none,0,2018-01-28T00:46:23.000Z,2018-01-28T00:46:23.000Z,NA,First horseman of the apocalypse
Robert House,https://yt3.ggpht.com/-McungPRvQd0/AAAAAAAAAAI/AAAAAAAAAAA/aCGKxgp14Cw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCP2u7Zg8sW_VHkcbvHZlX1g,UCP2u7Zg8sW_VHkcbvHZlX1g,o_nfdzMhmrA,No.,No.,TRUE,none,0,2018-01-27T09:33:18.000Z,2018-01-27T09:33:18.000Z,NA,No.
Lego Builder,https://yt3.ggpht.com/-QLe4l9dTDGk/AAAAAAAAAAI/AAAAAAAAAAA/RmStT07JQkE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCk7yvSx8mT8PgrWdgilvBAw,UCk7yvSx8mT8PgrWdgilvBAw,o_nfdzMhmrA,tgis is terrible,tgis is terrible,TRUE,none,0,2018-01-27T09:18:59.000Z,2018-01-27T09:18:59.000Z,NA,tgis is terrible
Tristan Michels,https://yt3.ggpht.com/-0fIK-pAMsE8/AAAAAAAAAAI/AAAAAAAAAAA/VvsQW0vTFvQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCpKvkHxxKsEdCqotizu9_ug,UCpKvkHxxKsEdCqotizu9_ug,o_nfdzMhmrA,"CONGRATUATIONS ON THE 4 RAZZIE NOMINATIONS YOU GOT, SONY! THAT WILL TEACH YOU!","CONGRATUATIONS ON THE 4 RAZZIE NOMINATIONS YOU GOT, SONY! THAT WILL TEACH YOU!",TRUE,none,0,2018-01-26T19:46:23.000Z,2018-01-26T19:46:23.000Z,NA,"CONGRATUATIONS ON THE 4 RAZZIE NOMINATIONS YOU GOT, SONY! THAT WILL TEACH YOU!"
Madison Davila,https://yt3.ggpht.com/-NraRB24geGo/AAAAAAAAAAI/AAAAAAAAAAA/OvS8mQ3aNR4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCptIrjxSgw_k7YAtS4PC9kA,UCptIrjxSgw_k7YAtS4PC9kA,o_nfdzMhmrA,"Still would rather watch this than the TTG movie, honestly.","Still would rather watch this than the TTG movie, honestly.",TRUE,none,0,2018-01-25T23:45:34.000Z,2018-01-25T23:45:34.000Z,NA,"Still would rather watch this than the TTG movie, honestly."
Zacy Mekail,https://yt3.ggpht.com/-SgUgTkROuxo/AAAAAAAAAAI/AAAAAAAAAAA/T6P3PVEmgf4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCSo-DRRb3nJn_kjb-c6v3Rw,UCSo-DRRb3nJn_kjb-c6v3Rw,o_nfdzMhmrA,😒✋🏻😀,😒✋🏻😀,TRUE,none,0,2018-01-25T10:22:16.000Z,2018-01-25T10:22:16.000Z,NA,😒✋🏻😀
keowx,https://yt3.ggpht.com/-ND_EwGjTv40/AAAAAAAAAAI/AAAAAAAAAAA/cM5mafA0AG8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVXDBTalu-bPzg20X-IFOqA,UCVXDBTalu-bPzg20X-IFOqA,o_nfdzMhmrA,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟,TRUE,none,0,2018-01-25T07:35:34.000Z,2018-01-25T07:35:34.000Z,NA,🌯🍱🍥🍚🍿🍪🍹🍼🏸🏓🏵🎗🕴⛹🎨🎰🛫🛬🛰💺🚏🚦🚥⛽️🕌🕍🕋🕹⌚️📱🖱💻⌨🗜🖥📠📽📼🖲📟🎚🕰🎙📻📺📠🎛⏱⏲⏰🕰🔌🔋📡⌛️⏳🔦🕯🗑🛢⚙⛓📿🗝🔭🏺🔮🛡⚔🗡⛓⚙🛠⚒🔨⛏🔩⚖🔧🛎🛍 💌📧🛌🛋🛏🔖🕳🗄📊📈📉📑📃📄📅📆🗓📇🗞🖍✒️🖋🖌🔍🔎📝🔏✂️🕵🏼🎒👓👟
Howling Burd19,https://yt3.ggpht.com/-nhzNpo08TLU/AAAAAAAAAAI/AAAAAAAAAAA/RW3ZnD-p8rc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCOtbrQjdKi9IINhgIorwfaw,UCOtbrQjdKi9IINhgIorwfaw,o_nfdzMhmrA,"The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!","The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!",TRUE,none,0,2018-01-24T12:22:13.000Z,2018-01-24T12:22:13.000Z,NA,"The worst part about this movie is how it actually made a lot of money! Humanity, what the f*ck is wrong with you!"
Slushi30 Aj,https://yt3.ggpht.com/-ER-b10Mr4GM/AAAAAAAAAAI/AAAAAAAAAAA/NGhIMEDjNT0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCAO91QAwbJWxnz5cCkHJBhg,UCAO91QAwbJWxnz5cCkHJBhg,o_nfdzMhmrA,👎👎👎,👎👎👎,TRUE,none,1,2018-01-24T01:23:28.000Z,2018-01-24T01:23:28.000Z,NA,👎👎👎
G od,https://yt3.ggpht.com/-4hdNqSiIRX0/AAAAAAAAAAI/AAAAAAAAAAA/3qi07cgcQyg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCFiThnRv3E1WOndNjYBy7pg,UCFiThnRv3E1WOndNjYBy7pg,o_nfdzMhmrA,I have left,I have left,TRUE,none,0,2018-01-24T00:29:12.000Z,2018-01-24T00:29:12.000Z,NA,I have left
For One Purpose Only,https://yt3.ggpht.com/-AlLgfDZzIS8/AAAAAAAAAAI/AAAAAAAAAAA/1TwtiZ815ow/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCVAhu7f0Wlg-bZ0KHiZ2-8Q,UCVAhu7f0Wlg-bZ0KHiZ2-8Q,o_nfdzMhmrA,People who say the Last Jedi was horrible don’t know the existence of this movie.,People who say the Last Jedi was horrible don’t know the existence of this movie.,TRUE,none,0,2018-01-23T20:47:06.000Z,2018-01-23T20:47:06.000Z,NA,People who say the Last Jedi was horrible don’t know the existence of this movie.
TEEMRED ###,https://yt3.ggpht.com/-M1OH4eK62Uc/AAAAAAAAAAI/AAAAAAAAAAA/5E2n3MEYf8Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCMmkDXkVdR4P3qC1G5Hdjjw,UCMmkDXkVdR4P3qC1G5Hdjjw,o_nfdzMhmrA,There is never a &quot;wrong emoji&quot;; teenagers always tend to press a random emoji anyways.,"There is never a ""wrong emoji""; teenagers always tend to press a random emoji anyways.",TRUE,none,0,2018-01-23T02:01:26.000Z,2018-01-23T02:01:26.000Z,NA,"There is never a ""wrong emoji""; teenagers always tend to press a random emoji anyways."
Buddy Bro,https://yt3.ggpht.com/-wE-g2ri8Oas/AAAAAAAAAAI/AAAAAAAAAAA/J-HOE89xC8M/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCvqySp-Kr3mdld--nTJnsKw,UCvqySp-Kr3mdld--nTJnsKw,o_nfdzMhmrA,The 22k likes are from SONY employees and their bots,The 22k likes are from SONY employees and their bots,TRUE,none,0,2018-01-23T00:00:38.000Z,2018-01-23T00:00:38.000Z,NA,The 22k likes are from SONY employees and their bots
soul_ punkk,https://yt3.ggpht.com/-AK_8sxnGp1Q/AAAAAAAAAAI/AAAAAAAAAAA/YMHFJsSEWYs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLXcevWXoi_SkMtHSM2h6gQ,UCLXcevWXoi_SkMtHSM2h6gQ,o_nfdzMhmrA,Wish this could be removed like most cancerous tumors.,Wish this could be removed like most cancerous tumors.,TRUE,none,0,2018-01-22T20:34:59.000Z,2018-01-22T20:34:59.000Z,NA,Wish this could be removed like most cancerous tumors.
Gabers Gamers,https://yt3.ggpht.com/-R-YTAhFfSLU/AAAAAAAAAAI/AAAAAAAAAAA/HrYzAPe_Vzg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC678iceDVHPjpksKSl1MF2Q,UC678iceDVHPjpksKSl1MF2Q,o_nfdzMhmrA,Omg this is my favourite movie ever like this comment and your crush will ask you out,Omg this is my favourite movie ever like this comment and your crush will ask you out,TRUE,none,1,2018-01-22T17:30:56.000Z,2018-01-22T17:30:56.000Z,NA,Omg this is my favourite movie ever like this comment and your crush will ask you out
That One Annoying Person In The Comment Section,https://yt3.ggpht.com/-HenB-5CYrYc/AAAAAAAAAAI/AAAAAAAAAAA/jOhHT88oJxU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6MslAb82cKGptDXmuNbjvg,UC6MslAb82cKGptDXmuNbjvg,o_nfdzMhmrA,I&#39;d prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once,I'd prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once,TRUE,none,0,2018-01-22T02:35:33.000Z,2018-01-22T02:35:33.000Z,NA,I'd prefer to only be able to watch all of the sharknado movies for the rest of my life than see this even once
B Aister,https://yt3.ggpht.com/-yQ0rO9zXxhw/AAAAAAAAAAI/AAAAAAAAAAA/oHbaAPc79i4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCJEfbsbdrOuVpR2UO4mRn-w,UCJEfbsbdrOuVpR2UO4mRn-w,o_nfdzMhmrA,من خلف زون لايك🌚💔,من خلف زون لايك🌚💔,TRUE,none,0,2018-01-21T19:53:56.000Z,2018-01-21T19:53:56.000Z,NA,من خلف زون لايك🌚💔
Nx Doyle,https://yt3.ggpht.com/-KTR7MDVDkVU/AAAAAAAAAAI/AAAAAAAAAAA/QvoTDJQcRAs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwDztbbW4xTpJuljvuddJ_Q,UCwDztbbW4xTpJuljvuddJ_Q,o_nfdzMhmrA,Is there anything James Corden can do?,Is there anything James Corden can do?,TRUE,none,0,2018-01-21T06:40:53.000Z,2018-01-21T06:40:53.000Z,NA,Is there anything James Corden can do?
grubbylyra,https://yt3.ggpht.com/-abMntFVNpwk/AAAAAAAAAAI/AAAAAAAAAAA/AKYTIVtxElk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5ycks8YBqlbEXZWyZppLCQ,UC5ycks8YBqlbEXZWyZppLCQ,o_nfdzMhmrA,This movie would have been better if it were in 2016,This movie would have been better if it were in 2016,TRUE,none,0,2018-01-20T21:24:27.000Z,2018-01-20T21:24:27.000Z,NA,This movie would have been better if it were in 2016
Mo7md Jordan,https://yt3.ggpht.com/-mncRWMhxlIU/AAAAAAAAAAI/AAAAAAAAAAA/itR2S7YsM9Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCD1YqyWggwmEnlFbP6Qelag,UCD1YqyWggwmEnlFbP6Qelag,o_nfdzMhmrA,الي جا من خلف لايك 😂😂😂😂,الي جا من خلف لايك 😂😂😂😂,TRUE,none,0,2018-01-20T16:15:30.000Z,2018-01-20T16:15:30.000Z,NA,الي جا من خلف لايك 😂😂😂😂
